ID,Lot_ID,Name,Current_Price,Bid_Count,Time_Remaining,Grading_Service,Grade,Image_URL,Source_Page,Extracted_At
fanatics-lot-58361999-0,58361999,"61wa191 lot: 58361999 pokemon base set shadowless 1st edition holo venusaur #15 psa 10 gem mint$14,0",$14,00018,18,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6InNSZ1BBNXpoRitCQURSUWhiVjU5L0RkSWlRazFYTk40S3RpQzZwY1Q2VkpSbnlRcUxvM2lrWEtpOTZIQ2doMFoyY2FPVWVDcHlnN3ZINGpQaVlzVVZnPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjFhNTFmYjE1MWYxMDlhMTc1NWY0NmYzYzY2Y2NlZTk1NjgwOGU0ZGQzY2RjMzkwNDk0MzI5Mzk1ZjEwM2YzOWQifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-64722006-1,64722006,"43wa191 lot: 64722006 pokemon ex holon phantoms holo mewtwo gold star #103 bgs 9.5 gem mintbgs popul",$6,25015,25015,04d23h,bgs,9,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IlgvRUpNT1k2UlVwSWQ3cFUyMVZyNUlGeXBCelpwZjM1a20rdlRwS3VWZU1jcHFIUnA4bDFLbmRKYndTWkVPTHl2TEJDWWhUQWY5QTlEYzhaT0c5L3pBPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjZjZmY0OTNhNDRjOGM3MTZkYjhkOGZhNDA2MTNmNjNhMGJlOTNhYmU5M2MwZjZhN2NkM2ZmMTkyMTM0ZGMxNGQifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-6805f32018-2,6805f32018,"21wa191 lot: 6805f32018 pokemon japanese sm promo munch a retrospective scream mimikyu #289 psa 10$5",$5,50012,50012,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IllTeW5vd3U0bHNWamUrTjZuL2xJSWVRK3lscVdGdHlYTTlzQ3IwTE1PbDJHMUZKQU1nRHNuYmQwVkJsMTNrbnVydmJmaVp2anlnMXJza0dTRXgveE1BPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjlhODUwMmE4MTNmOGJiOWEyMTQyMWRlYjRmOTVjNzMyYjUxNjg5ODRjNWYxNDRiYThlMWY2NmU4YTQ2NGJhNGEifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-6630f22013-3,6630f22013,"32wa191 lot: 6630f22013 pokemon japanese bw promo 15th anniversary full art pikachu #229 psa 10 gem$",$3,60011,60011,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IllTeW5vd3U0bHNWamUrTjZuL2xJSWVRK3lscVdGdHlYTTlzQ3IwTE1PbDNUZE0xN2hGNHZXVDYvKzUvWVpOSHIxcDBmRFNjTVhmZS9VbmZiZS9CU2VBPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjEzMTViYzFhMTRjNTc2MWQxYTg2ZGEyN2UyZTRiYzc1NjdiNTljZWY4YmJhODI4MDM0YTVhMWQxOGNlYTZhNWMifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-6654f32015-4,6654f32015,"24wa191 lot: 6654f32015 pokemon japanese xy promo full art gyarados poncho pikachu #151 psa 10 gem$3",$3,60013,60013,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IllTeW5vd3U0bHNWamUrTjZuL2xJSWVRK3lscVdGdHlYTTlzQ3IwTE1PbDNEOXVwTXVvZGlHSjlDcTBvek01UVFpeU1RWjNTRmM5Y2lLRFhSRDN4UmN3PT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjU2MjUxN2E1ZDMzOTJjNjhkMDM2YmE0NjU2Y2Y1NTQzNmIwNTcyMWM4YmQ1MTZkYWZjYjBiODk3MGZhOGUyODYifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-59041999-5,59041999,"46wa191 lot: 59041999 pokemon japanese promo tropical mega battle phone card zapdos psa 10 gem$3,600",$3,60029,60029,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IlM2Rk80T2c1bUpDTW9EREtuZ2p6L3NxekJKQk5NaUlCNXhxZ0xrK0JuVmlWd1lGb1hRTHdFVjU1UUhvZmtuUFg4Lzd0Rjh0dGJCOUU1QmhqM2ZWZWx3PT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6ImMwYzJhYmE4NDIzYmEzMTZiMWJiN2M5NjBlNzJlZGM4NjgyNmQ3N2IxYzE1ZWQwYmMxODMxZGU2ZDE3MWI0NDgifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-6689f32016-6,6689f32016,"23wa191 lot: 6689f32016 pokemon japanese xy promo special box holo mario pikachu #293 psa 10 gem$3,4",$3,4009,4009,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IllTeW5vd3U0bHNWamUrTjZuL2xJSWVRK3lscVdGdHlYTTlzQ3IwTE1PbDJmL29GT1M5UUUxK05WV05QTE9xTENYRGZWR3dkMGpUVkFmL2gvMVBhczZRPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjZkOTU4MTQxNjVmZmQwYjhlYzlkYjljZWZlMTAwYmE0ZGEwZmRiNjkxMDViYTNlZjA1YTc0ZjVlZTg5NGEzMGQifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-7997f1lot-7,7997f1lot,"29wa191 lot: 7997f1lot(3) 2025 pokemon sv black/white bolt bwr zekrom reshiram victini psa 10$3,0001",$3,00015,15,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6ImRsRk9GQkdLaXJ1R1JENFNta0pzVVE1d3U4cy92U0NYelBMTUU3L2ZscGNyLzBwaXlzbDhlUyticzRwZHE0Z0EwNVg4QXh2V3Q0R1RlRDk3Nis2RFBBPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6Ijg1MzI4N2IwZThlNjIzMjc1NmM2ZWFhNDk4MWNjZjlmOWM5YTZhZjdlMjE4ZmZkY2E0YTU0ODYxOWJkODVjMjcifQ==,1,2025-09-10T02:59:45.751Z
fanatics-lot-6233f22001-8,6233f22001,"30wa191 lot: 6233f22001 pokemon japanese web 1st edition holo gengar #47 psa 10 gem mint$2,70020 bid",$2,70020,70020,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IlhGemhKR0gyVk5oc3QzK05RZmtEbnZEODZWZFh2Zk84WDRTekgzVUx1L1ljQnBnVlQ0a3VqRzlTQXJpdEVxUkF4WlhjbUh0dlIraVdBNkhyQUcySktRPT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6IjYwNzJlNGRhYWMwOGIwMGNhMjQ5ZjI3YmEyODViZmRlMTQwYjk1ODZkODlmN2RiMDg5ZTIyMDBiNmY4MjU1ZmEifQ==,1,2025-09-10T02:59:45.752Z
fanatics-lot-6654f12015-9,6654f12015,"36wa191 lot: 6654f12015 pokemon japanese xy promo full art magikarp poncho pikachu #150 psa 10 gem$2",$2,50027,50027,04d23h,psa,10,https://dilxwvfkfup17.cloudfront.net/eyJ0YWciOiIiLCJ2YWx1ZSI6IllTeW5vd3U0bHNWamUrTjZuL2xJSWVRK3lscVdGdHlYTTlzQ3IwTE1PbDJ1Y0hIUWlDTUFEWk5lQ0tIOElvenlWTTR6bW9XTnExem1aSW52NTZGUXZ3PT0iLCJpdiI6IjdwU2tSWUFYZE15cENDRGhFU0pxQ2c9PSIsIm1hYyI6Ijk1OTZiMTJkZTE4ZDM4YmNiZWIwMmEwMDkxMGM0MzE4NmU2ZTg0Y2Y1Mjk0MjZhNGU4Y2M4NTZjNjE4Zjc0YzkifQ==,1,2025-09-10T02:59:45.752Z
