Rank,Card Name,Set,Max Price (USD),Avg Price (USD),Min Price (USD),Listings,1Mo Trend %,6Mo Trend %,12Mo Trend %,Sold Count
618,"Charizard Pokémon Celebrations","Celebrations",100,100,100,1,0,0,0,0
619,"Shipsfast Shining Fates","Unknown Set",100,100,100,1,0,0,0,0
620,"cards buy now","Unknown Set",100,100,100,1,0,0,0,0
621,"Charizard Hidden Fates","Unknown Set",100,100,100,1,0,0,0,0
622,"Dark Charizard Rare","Team Rocket",100,100,100,1,0,0,0,0
623,"2003 Skyridge Snubbull","Skyridge",99.99,99.99,99.99,1,0,0,0,0
624,"Umbreon 020/SM-P Indonesian","Unknown Set",99.99,99.99,99.99,1,0,0,0,0
625,"Pokémon Rare Articuno","Fossil",99.99,99.99,99.99,1,0,0,0,0
626,"2000 Gym Heroes","Gym Heroes",99.99,99.99,99.99,1,0,0,0,0
627,"(POP PRISTINE 2004","Unknown Set",99.99,99.99,99.99,1,0,0,0,0
628,"2003 Skyridge Mystery","Skyridge",99.99,99.99,99.99,1,0,0,0,0
629,"2003 Skyridge Hoothoot","Skyridge",99.99,99.99,99.99,1,0,0,0,0
630,"Umbreon 094/203 Prize","Unknown Set",99.99,99.99,99.99,1,0,0,0,0
631,"2003 Skyridge Voltorb","Skyridge",99.99,99.99,99.99,1,0,0,0,0
632,"Charizard N/M No.006","Unknown Set",99.99,99.99,99.98,2,0,0,0,0
633,"Charizard Dark No.006","Team Rocket",99.99,99.99,99.99,1,0,0,0,0
634,"2001 Neo Discovery","Neo Discovery",99.99,99.99,99.99,2,0,0,0,0
635,"Aquapolis Exeggutor Non","Aquapolis",99.99,99.99,99.99,1,0,0,0,0
636,"Charizard Dark N/M","Team Rocket",99.99,93.32,79.99,3,0,0,0,0
637,"Charizard VMAX GEM","Unknown Set",99.97,99.97,99.97,1,0,0,0,0
638,"Saquedeneu (Tangela) 66/102","Unknown Set",99.95,99.95,99.95,1,0,0,0,0
639,"Magneti Magnemite #53","Base Set",99.95,99.95,99.95,1,0,0,0,0
640,"1999 Haunter #29","Unknown Set",99.95,99.95,99.95,1,0,0,0,0
641,"Stari Starmie #65","Base Set",99.95,99.95,99.95,1,0,0,0,0
642,"Rare Foil Blastoise","Unknown Set",99.95,99.95,99.95,1,0,0,0,0
643,"💦HOLOGRAPHIC BLASTOISE 1999","Base Set",99.95,99.95,99.95,1,0,0,0,0
644,"Umbreon Vmax 048/069","Unknown Set",99.95,99.95,99.95,1,0,0,0,0
645,"Giovanni (18)","Gym Challenge",99.79,35.98,12.7,6,0,0,0,0
646,"Floatzel Shining Fates","Unknown Set",99,99,99,1,0,0,0,0
647,"Fossil Ekans","Fossil",99,99,99,1,0,0,0,0
648,"2020 Vivid Voltage","Unknown Set",99,99,99,1,0,0,0,0
649,"2000 Sabrina's Abra","Unknown Set",98.31,98.31,98.31,1,0,0,0,0
650,"Silver Tempest Elite Trainer Box","SWSH12: Silver Tempest",98.19,98.19,98.19,1,0,0,0,0
651,"PIKACHU 60/64 Jungle","Jungle",97.97,97.97,97.97,1,0,0,0,0
652,"Brilliant Stars Sleeved Booster Pack Bundle [Set of 8]","SWSH09: Brilliant Stars",97.13,97.13,97.13,1,0,0,0,0
653,"Pokemon Celebrations Tin [Lance's Charizard V]","Celebrations",96.13,96.13,96.13,1,0,0,0,0
654,"Expedition Clefable (2189)","Expedition",95.2,95.2,95.2,1,0,0,0,0
655,"2003 Dragon 91/97","Unknown Set",95,95,95,1,0,0,0,0
656,"1999 Zapdos 16/102","Base Set",95,95,95,1,0,0,0,0
657,"2020 Charizard Theme","Unknown Set",95,95,95,1,0,0,0,0
658,"Pokémon Squirtle Base","Base Set",95,95,95,1,0,0,0,0
659,"Sun and Moon","Unknown Set",94.95,94.95,94.95,1,0,0,0,0
660,"Charizard #006 Excellent","Unknown Set",94.48,94.48,94.48,1,0,0,0,0
661,"Pokémon Umbreon 2000","Unknown Set",94.05,94.05,94.05,1,0,0,0,0
662,"Lapras (10)","Fossil",93.35,31.49,3.43,10,0,0,0,0
663,"Celebrations Collection [Dark Sylveon V]","Celebrations",93.29,93.29,93.29,1,0,0,0,0
664,"Nidoqueen (7)","Jungle",92.99,29.67,6.42,10,0,0,0,0
665,"carta Flying Pikachu","Unknown Set",92.51,92.51,92.51,1,0,0,0,0
666,"Sabrina (20)","Gym Challenge",92.29,40.02,16.39,7,0,0,0,0
667,"Ursaring (15)","Neo Discovery",92.13,32.4,13.32,7,0,0,0,0
668,"English Supreme Victors","Unknown Set",92,92,92,1,0,0,0,0
669,"Ditto (3)","Fossil",91.32,30.65,7.77,10,0,0,0,0
670,"Venomoth (13)","Jungle",91.26,23.66,6.35,10,0,0,0,0
671,"Celebrations Collection [Lance's Charizard V]","Celebrations",91.06,91.06,91.06,1,0,0,0,0
672,"Mr. Mime (6)","Jungle",90.75,26.5,6.08,10,0,0,0,0
673,"Steelix","Neo Genesis",90.71,35.07,7.69,10,0,0,0,0
674,"Umbreon Vmax 214/203","Unknown Set",90,90,90,1,0,0,0,0
675,"English Brilliant Stars","Brilliant Stars",90,90,90,1,0,0,0,0
676,"Pokémon Bulbasaur Base","Base Set",90,90,90,1,0,0,0,0
677,"Venusaur","Legendary Collection",89.99,51.9,25.22,5,0,0,0,0
678,"Starmie No. 121","Neo Revelation",89.99,89.99,89.99,1,0,0,0,0
679,"Magmar 44/109 Team","Team Rocket",89.99,89.99,89.99,1,0,0,0,0
680,"Hitmonchan Expansion Pack","Unknown Set",89.99,89.99,89.99,1,0,0,0,0
681,"Charizard No. 006","Unknown Set",89.99,89.99,89.99,1,0,0,0,0
682,"Charizard #006 Promo","Unknown Set",89.98,89.98,89.98,1,0,0,0,0
683,"Omanyte 41/144 Skyridge","Skyridge",89.95,89.95,89.95,1,0,0,0,0
684,"Pokémon Pinsir Jungle","Jungle",89.94,89.94,89.94,1,0,0,0,0
685,"2005 EMERALD CAMERUPT","Unknown Set",89.16,89.16,89.16,1,0,0,0,0
686,"Umbreon 2004 Nintendo","Unknown Set",89,89,89,1,0,0,0,0
687,"THAI Espeon Deoxys","Unknown Set",89,89,89,1,0,0,0,0
688,"Vileplume (15)","Jungle",88.86,24.89,6.09,10,0,0,0,0
689,"Rocket's Snorlax","Gym Heroes",88.62,29.89,12.9,9,0,0,0,0
690,"Brock (15)","Gym Heroes",86.81,31.34,10.06,10,0,0,0,0
691,"Charizard V (Alternate Full Art)","SWSH09: Brilliant Stars",86.81,86.81,86.81,1,0,0,0,0
692,"GEM MINT Pikachu","Unknown Set",86.73,86.73,86.73,1,0,0,0,0
693,"Blaine's Moltres","Gym Heroes",86.2,49.87,23.43,5,0,0,0,0
694,"Aerodactyl (1)","Fossil",85.81,27.65,6.76,10,0,0,0,0
695,"Meowth 102/101 Secret","Unknown Set",85.58,85.58,85.58,1,0,0,0,0
696,"Charizard Evolutions Rare","Unknown Set",85,85,85,1,0,0,0,0
697,"Champion's Path RARE","Unknown Set",85,85,85,1,0,0,0,0
698,"Evolutions Mewtwo and","Unknown Set",85,85,85,1,0,0,0,0
699,"Wartortle Base Set","Base Set",85,85,85,1,0,0,0,0
700,"Pokémon Alakazam 1/102,","Base Set",84.99,84.99,84.99,1,0,0,0,0
701,"Buzzwole SM69 Black","Unknown Set",84.99,84.99,84.99,1,0,0,0,0
702,"Hitmontop (3)","Neo Discovery",84.95,21.45,4.43,7,0,0,0,0
703,"Mewtwo Base Set","Base Set",84.88,50.69,16.5,2,0,0,0,0
704,"Heracross","Neo Genesis",83.76,34.65,8.82,10,0,0,0,0
705,"Dark Hypno (9)","Team Rocket",83.07,28.27,9.27,7,0,0,0,0
706,"Wigglytuff (16)","Jungle",82.99,29.3,7.83,10,0,0,0,0
707,"Erika (16)","Gym Heroes",82.83,34.68,11.23,10,0,0,0,0
708,"Misty's Seadra","Gym Heroes",81.56,24,6.65,7,0,0,0,0
709,"Red's Pikachu MAX","Unknown Set",81.12,80.56,79.99,2,0,0,0,0
710,"2000 GAME PROMO","Unknown Set",80,80,80,1,0,0,0,0
711,"Leonhart Unlimited Edition","Unknown Set",80,80,79.99,2,0,0,0,0
712,"champions path charizard","Unknown Set",80,80,80,1,0,0,0,0
713,"Umbreon VMAX Evolving","Evolving Skies",80,80,80,1,0,0,0,0
714,"Pokémon Charizard Evolutions","Unknown Set",80,60,39.99,2,0,0,0,0
715,"2002 Pokémon Wind","Unknown Set",79.99,79.99,79.99,1,0,0,0,0
716,"Pokémon Umbreon VMAX","Evolving Skies",79.99,38.16,14.5,3,0,0,0,0
717,"1999 Jungle Kangaskhan","Jungle",79.99,79.99,79.99,1,0,0,0,0
718,"Bulbasaur and Ivysaur","Base Set",79.99,79.99,79.99,1,0,0,0,0
719,"Swoop Teleporter Team","Team Rocket",79.99,79.99,79.99,1,0,0,0,0
720,"2001 League Black","Unknown Set",79.99,79.99,79.99,1,0,0,0,0
721,"Evolutions Chansey Clefairy","Unknown Set",79.99,79.99,79.99,1,0,0,0,0
722,"NM-MT Magnemite Base","Base Set",79.99,79.99,79.99,1,0,0,0,0
723,"Charizard No.006 Neo","Unknown Set",79.99,79.99,79.99,2,0,0,0,0
724,"Porygon2","Neo Revelation",79.98,39.16,12.6,9,0,0,0,0
725,"Mew Double Blaze","Unknown Set",79.95,79.95,79.95,1,0,0,0,0
726,"Umbreon 047/069 Eevee","Unknown Set",79.95,79.95,79.95,1,0,0,0,0
727,"Thought Wave Machine","Neo Destiny",79.95,79.95,79.95,1,0,0,0,0
728,"Togepi 50/109 English","Team Rocket",79.79,79.79,79.79,1,0,0,0,0
729,"Glaceon VSTAR Special Collection","SWSH09: Brilliant Stars",79.02,79.02,79.02,1,0,0,0,0
730,"Charizard 006 Foil","Unknown Set",78.8,78.8,78.8,1,0,0,0,0
731,"Rocket's Scyther","Gym Heroes",78.54,40.19,17.29,5,0,0,0,0
732,"Leafeon VSTAR Special Collection","SWSH09: Brilliant Stars",78.19,78.19,78.19,1,0,0,0,0
733,"Haunter (6)","Fossil",78.16,33.42,7.21,10,0,0,0,0
734,"Fusion Strike Build & Battle Box","SWSH08: Fusion Strike",78.05,78.05,78.05,1,0,0,0,0
735,"Eevee Umbreon Espeon","Unknown Set",76.94,76.94,76.94,1,0,0,0,0
736,"German Base Fossil","Fossil",76.67,76.67,76.67,1,0,0,0,0
737,"Hitmonlee (7)","Fossil",76.53,27.25,6.65,10,0,0,0,0
738,"Kangaskhan (5)","Jungle",76.51,19.38,2.06,10,0,0,0,0
739,"Flareon","Legendary Collection",76.48,39.83,22.78,5,0,0,0,0
740,"Silver Tempest Sleeved Booster Pack Bundle [Set of 8]","SWSH12: Silver Tempest",76.39,76.39,76.39,1,0,0,0,0
741,"Togetic","Neo Genesis",75.54,32.89,9.83,10,0,0,0,0
742,"Victreebel (14)","Jungle",75.4,26.07,6.26,10,0,0,0,0
743,"Single Strike Urshifu VMAX Premium Collection","SWSH08: Fusion Strike",75.05,75.05,75.05,1,0,0,0,0
744,"Pokémon Light Vaporeon","Neo Destiny",75,75,75,1,0,0,0,0
745,"Pokémon Charizard Celebrations:","Celebrations",75,75,75,1,0,0,0,0
746,"🔥HOLOGRAPHIC CHARIZARD🔥 B/W","Unknown Set",75,75,75,1,0,0,0,0
747,"Champion's Path Hatterene","Unknown Set",75,75,75,1,0,0,0,0
748,"HOLOGRAPHIC ALAKAZAM🌀 Rare","Base Set",75,75,75,1,0,0,0,0
749,"Cards","Unknown Set",75,75,75,1,0,0,0,0
750,"🔥COSMOS FOIL CHARIZARD🔥","Unknown Set",75,75,75,1,0,0,0,0
751,"2000 Japanese Meiji","Unknown Set",75,75,75,1,0,0,0,0
752,"Pokémon Pidgeot Jungle","Jungle",75,75,75,1,0,0,0,0
753,"MACHAMP💥 1999 First","Base Set",75,75,75,1,0,0,0,0
754,"1999-2000 Base Set","Base Set",74.99,64.99,54.99,2,0,0,0,0
755,"Ninetales 12/102 Base","Base Set",74.99,62.5,50,2,0,0,0,0
756,"Exploud 92/100 Crystal","Unknown Set",74.99,74.99,74.99,1,0,0,0,0
757,"1999 Fossil #21","Fossil",74.99,74.99,74.99,1,0,0,0,0
758,"Pokémon 1996 Pocket","Unknown Set",74.99,74.99,74.99,1,0,0,0,0
759,"Misty’s Horsea","Unknown Set",74.99,74.99,74.99,1,0,0,0,0
760,"2003 Sandstorm Umbreon","Unknown Set",74.99,74.99,74.99,1,0,0,0,0
761,"Lysandre 104/106 Flashfire","Unknown Set",74.99,74.99,74.99,1,0,0,0,0
762,"Raikou #243 Awakening","Unknown Set",74.95,69.98,65,2,0,0,0,0
763,"Manaphy 4/12 Half","Unknown Set",74.95,74.95,74.95,1,0,0,0,0
764,"Pokémon Venomoth Jungle","Jungle",74.89,74.89,74.89,1,0,0,0,0
765,"Dragonite V Box","SWSH08: Fusion Strike",74.56,74.56,74.56,1,0,0,0,0
766,"Silver Tempest Booster Bundle","SWSH12: Silver Tempest",73.36,73.36,73.36,1,0,0,0,0
767,"Magneton","Neo Revelation",73.3,27.31,7.1,9,0,0,0,0
768,"Venusaur","Base Set 2",73.03,43.71,23.64,5,0,0,0,0
769,"Rapid Strike Urshifu VMAX Premium Collection","SWSH08: Fusion Strike",72.7,72.7,72.7,1,0,0,0,0
770,"Venusaur 20/132 English","Unknown Set",72.28,72.28,72.28,1,0,0,0,0
771,"Single Rapid Strike","Unknown Set",72.12,72.12,72.12,1,0,0,0,0
772,"MINT Onix GERMAN","Base Set",71.88,71.88,71.88,1,0,0,0,0
773,"urshifu booster box","Unknown Set",71.33,71.33,71.33,1,0,0,0,0
774,"Kabutops (9)","Fossil",70.95,25.87,6.06,10,0,0,0,0
775,"Alakazam Base Set","Base Set",70.61,50.28,29.95,2,0,0,0,0
776,"Rocket's Moltres","Gym Heroes",70.2,40.97,21.29,5,0,0,0,0
777,"Magnemite (7)","Neo Discovery",70.15,21.23,5.2,7,0,0,0,0
778,"Poliwrath","Base Set (Shadowless)",70.04,38.15,17.55,5,0,0,0,0
779,"PIKACHU #367 MEWTWO","Unknown Set",70,70,70,1,0,0,0,0
780,"EVOLVING SKIES PACK","Evolving Skies",70,70,70,1,0,0,0,0
781,"English Neo Genesis","Neo Genesis",70,70,70,1,0,0,0,0
782,"Pokémon Raichu Expedition","Base Set",70,70,70,1,0,0,0,0
783,"Aerodactyl 1999 Fossil","Fossil",70,70,70,1,0,0,0,0
784,"2003 Skyridge Non-","Skyridge",69.99,69.99,69.99,1,0,0,0,0
785,"Alolan Vulpix Hidden","Unknown Set",69.99,69.99,69.99,1,0,0,0,0
786,"Charizard Japanese No.012/052","Unknown Set",69.99,69.99,69.99,1,0,0,0,0
787,"2019 Sun Moon","Unknown Set",69.99,30.66,13.79,5,0,0,0,0
788,"Entei #244 Japanese","Neo Revelation",69.99,69.99,69.99,1,0,0,0,0
789,"Sword Shield Elite","Unknown Set",69.99,69.99,69.99,1,0,0,0,0
790,"1999 Mewtwo Base","Base Set",69.99,69.99,69.99,1,0,0,0,0
791,"Lightning Energie Mint","Base Set",69.95,69.95,69.95,1,0,0,0,0
792,"Grass Energie Mint","Base Set",69.95,69.95,69.95,1,0,0,0,0
793,"KOFFING BASE Set","Base Set",69.95,69.95,69.95,1,0,0,0,0
794,"Porygon 39/102 Base","Base Set",69.95,69.95,69.95,1,0,0,0,0
795,"MINT 2018 DRAGON","Unknown Set",69.69,69.69,69.69,1,0,0,0,0
796,"Crobat","Neo Revelation",68.95,39,15.99,10,0,0,0,0
797,"Rocket's Zapdos","Gym Challenge",68.48,41.16,18.64,5,0,0,0,0
798,"RARE LOT VMAX","Unknown Set",67.95,67.95,67.95,1,0,0,0,0
799,"Promo Mudkip Black","Unknown Set",67.2,67.2,67.2,1,0,0,0,0
800,"Team Rocket Unlimited","Team Rocket",67.2,53.2,39.2,2,0,0,0,0
801,"Dark Gyarados (8)","Team Rocket",67,34.78,13.69,5,0,0,0,0
802,"Dark Typhlosion 10/105","Neo Destiny",66.52,66.52,66.52,1,0,0,0,0
803,"Umbreon Promo Near","Unknown Set",66.52,66.52,66.52,1,0,0,0,0
804,"Wailord 14/92 English","Unknown Set",66.2,66.2,66.2,1,0,0,0,0
805,"Pinsir (9)","Jungle",65.66,22.9,5.29,10,0,0,0,0
806,"2021 Evolving Skies","Evolving Skies",65.53,65.53,65.53,1,0,0,0,0
807,"Mew VMAX (Alternate Art Secret)","SWSH08: Fusion Strike",65.31,65.31,65.31,1,0,0,0,0
808,"cards Charizard New","Unknown Set",65,65,65,1,0,0,0,0
809,"Pokémon Poliwrath Base","Base Set",65,65,65,1,0,0,0,0
810,"Umbreon (full Art)","Unknown Set",65,65,65,1,0,0,0,0
811,"English Ruby Sapphire","Unknown Set",65,65,65,1,0,0,0,0
812,"Pikachu VMAX 044/185","Unknown Set",65,28.19,18,8,0,0,0,0
813,"FCG Gem Mint","Scarlet",65,65,65,1,0,0,0,0
814,"🔥FOIL CHARIZARD🔥 Rare","Unknown Set",65,65,65,1,0,0,0,0
815,"Pikachu Base Set","Base Set",65,65,65,1,0,0,0,0
816,"Alakazam 1/102 Base","Base Set",65,65,65,1,0,0,0,0
817,"TYPHLOSION (2006) Dragon","Unknown Set",64.95,64.95,64.95,1,0,0,0,0
818,"1997 Japanese Fossil","Fossil",64.95,64.95,64.95,1,0,0,0,0
819,"Charizard VSTAR (SWSH262/281)","Unknown Set",64.95,64.95,64.95,1,0,0,0,0
820,"MAGNEMITE Base Set","Base Set",64,56.5,49,2,0,0,0,0
821,"Espeon (20)","Neo Discovery",62.7,23.44,4.76,10,0,0,0,0
822,"Bulbasaur 45/100 English","Unknown Set",62.45,62.45,62.45,1,0,0,0,0
823,"Toxicroak Full Art","Unknown Set",60,60,60,1,0,0,0,0
824,"🔥2021 Pokémon Celebrations","Celebrations",60,60,60,1,0,0,0,0
825,"Pokémon Pyroli Jungle","Base Set",60,60,60,1,0,0,0,0
826,"1999 FOSSIL EXCELLENT","Fossil",60,60,60,1,0,0,0,0
827,"Gem Mint 2020","Unknown Set",59.99,59.99,59.99,1,0,0,0,0
828,"2020 Charizard VMAX","Unknown Set",59.99,59.99,59.99,1,0,0,0,0
829,"Eevee Espeon Umbreon","Unknown Set",59.99,45.4,30.8,2,0,0,0,0
830,"Pokémon Chansey 3/102,","Base Set",59.99,59.99,59.99,1,0,0,0,0
831,"Umbreon Japanese Nintendo","Unknown Set",59.98,59.98,59.98,1,0,0,0,0
832,"Fighting Energie Mint","Base Set",59.95,59.95,59.95,1,0,0,0,0
833,"Jolteon","Legendary Collection",59.73,36.23,21.63,5,0,0,0,0
834,"Yugioh Blazing Vortex","Unknown Set",59.38,59.38,59.38,1,0,0,0,0
835,"Umbreon 55/124 2016","Unknown Set",59,59,59,1,0,0,0,0
836,"Unown [A] (14)","Neo Discovery",58.97,16.17,3.09,7,0,0,0,0
837,"Clefable (1)","Jungle",57.9,23.98,6.12,10,0,0,0,0
838,"2022 Japanese 079","Unknown Set",57.76,57.76,57.76,1,0,0,0,0
839,"Lugia","Neo Revelation",57.5,25.74,8.93,10,0,0,0,0
840,"Feraligatr 8/123 English","Unknown Set",57.24,57.24,57.24,1,0,0,0,0
841,"Ivysaur 51/132 English","Unknown Set",57.24,57.24,57.24,1,0,0,0,0
842,"Erika's Dragonair","Gym Heroes",57.23,35.16,19.82,5,0,0,0,0
843,"Zapdos-16/102 Rare Base","Base Set",56.95,56.95,56.95,1,0,0,0,0
844,"Silver Tempest 3 Pack Blister [Set of 2]","SWSH12: Silver Tempest",56.86,56.86,56.86,1,0,0,0,0
845,"Ampharos","Neo Genesis",56.59,24.89,7.92,10,0,0,0,0
846,"Yanma (17)","Neo Discovery",56.57,23.9,6.41,8,0,0,0,0
847,"Gengar (20)","Fossil",56.51,18.34,5.24,10,0,0,0,0
848,"Dark Alakazam (1)","Team Rocket",56.4,32.67,14.68,5,0,0,0,0
849,"Arceus AR5 Rare","Unknown Set",56.26,56.26,56.26,1,0,0,0,0
850,"Alakazam","Base Set",56.16,27.93,12.44,6,0,0,0,0
851,"Vivid Voltage Pikachu","Unknown Set",55.99,45.49,34.99,2,0,0,0,0
852,"1999 P.M. JAPANESE","Unknown Set",55.96,55.96,55.96,1,0,0,0,0
853,"Dark Typhlosion","Neo Destiny",55.81,30.85,13.92,5,0,0,0,0
854,"Kabutops (6)","Neo Discovery",55.74,34.32,17.94,5,0,0,0,0
855,"Charizard 11/108 Evolutions","Unknown Set",55.69,55.69,55.69,1,0,0,0,0
856,"Heracross Gym Heroes","Gym Heroes",55,55,55,1,0,0,0,0
857,"Pikachu VMAX SWSH","Unknown Set",55,55,55,1,0,0,0,0
858,"Pokémon Charmander 46/102","Base Set",55,55,55,1,0,0,0,0
859,"2013 Black White","Unknown Set",55,55,55,1,0,0,0,0
860,"MACHAMP 1999 Base","Base Set",55,55,55,1,0,0,0,0
861,"Charizard MINT RARE","Unknown Set",54.99,54.99,54.99,1,0,0,0,0
862,"PIKACHU #001 CELEBRATIONS","Celebrations",54.99,54.99,54.99,1,0,0,0,0
863,"Blissey No. 242","Neo Revelation",54.99,54.99,54.99,1,0,0,0,0
864,"Rainbow Melmetal max","Unknown Set",54.99,54.99,54.99,1,0,0,0,0
865,"Charizard Vmax 20/189","Unknown Set",54.99,54.99,54.99,1,0,0,0,0
866,"Persian 50/113 English","Unknown Set",54.93,54.93,54.93,1,0,0,0,0
867,"Kingdra","Neo Genesis",54.65,20.83,4.55,10,0,0,0,0
868,"Hypno (8)","Fossil",54.53,22.71,5.92,10,0,0,0,0
869,"Dark Porygon2 8/105","Neo Destiny",54,54,54,1,0,0,0,0
870,"Delibird","Neo Revelation",53.03,29.12,12.05,9,0,0,0,0
871,"Alakazam","Legendary Collection",52.99,28.89,12.66,5,0,0,0,0
872,"Dark Blastoise (20)","Team Rocket",52.71,20.9,9.27,7,0,0,0,0
873,"Raticate Base Set","Base Set",52.45,28.72,4.99,2,0,0,0,0
874,"Latios 23/106 English","Unknown Set",52.04,52.04,52.04,1,0,0,0,0
875,"Starmie 44/144 English","Skyridge",52.04,52.04,52.04,1,0,0,0,0
876,"Azumarill","Neo Genesis",51.98,21.31,7.76,10,0,0,0,0
877,"Electrode (2)","Jungle",51.65,20.43,6.09,10,0,0,0,0
878,"Hitmonchan","Base Set (Shadowless)",51.17,23.61,9.23,5,0,0,0,0
879,"Pokémon Lt. Surge's","Gym Heroes",51,51,51,1,0,0,0,0
880,"Fall 2022 Collector Chest","SWSH12: Silver Tempest",50.97,50.97,50.97,1,0,0,0,0
881,"2000 GAME #87","Unknown Set",50.36,47.16,43.96,2,0,0,0,0
882,"FOIL CHARIZARD🔥 Legendary","Unknown Set",50,50,50,1,0,0,0,0
883,"25th Anniversary Booster","Unknown Set",50,50,50,1,0,0,0,0
884,"Salamence 10/97 Dragon","Unknown Set",50,50,50,1,0,0,0,0
885,"Pokémon Charmander Base","Base Set",50,50,50,1,0,0,0,0
886,"shining fates pikachu","Unknown Set",50,50,50,1,0,0,0,0
887,"Promo LOT 2012","Unknown Set",50,50,50,1,0,0,0,0
888,"Houndoom Japanese Reviving","Unknown Set",50,50,50,1,0,0,0,0
889,"🔥HOLOGRAPHIC CHARIZARD🔥 Legendary","Unknown Set",50,50,50,1,0,0,0,0
890,"Pokémon 1999 Bicycle","Team Rocket",50,50,50,1,0,0,0,0
891,"Pikachu 25th Anniversary","Unknown Set",50,35,20,2,0,0,0,0
892,"Unbroken Bonds Secret","Unknown Set",50,50,50,1,0,0,0,0
893,"2004 Fire Red","Unknown Set",50,50,50,1,0,0,0,0
894,"NEW SHINING FATES","Unknown Set",50,50,50,1,0,0,0,0
895,"Raichu 14/102 Base","Unknown Set",50,50,50,1,0,0,0,0
896,"Pokémon Radiant Charizard","Unknown Set",50,30.25,15.99,4,0,0,0,0
897,"Scyther SV1/SV94 Sun","Unknown Set",50,50,50,1,0,0,0,0
898,"Gyarados Base Set","Base Set",50,50,50,1,0,0,0,0
899,"Evolving Skies Booster","Evolving Skies",50,45,40,2,0,0,0,0
900,"Mint Gardevoir SV75/SV94","Unknown Set",50,50,50,1,0,0,0,0
901,"Japanese Tyranitar 020/052","Unknown Set",50,50,50,1,0,0,0,0
902,"2016 Steelix #67","Unknown Set",50,50,50,1,0,0,0,0
903,"diglett |47/102| fight","Base Set",50,50,50,1,0,0,0,0
904,"Dragonite 149 1997","Fossil",50,50,50,1,0,0,0,0
905,"Staryu Vintage 1999","Base Set",49.99,49.99,49.99,1,0,0,0,0
906,"2003 Skyidge Diglett","Unknown Set",49.99,49.99,49.99,1,0,0,0,0
907,"Pokémon ROCKET'S MOLTRES","Gym Heroes",49.99,49.99,49.99,1,0,0,0,0
908,"2000 Japanese Neo","Unknown Set",49.99,49.99,49.99,1,0,0,0,0
909,"PIKACHU VMAX 044/185","Unknown Set",49.99,49.99,49.99,1,0,0,0,0
910,"Gabite Hidden Fates","Unknown Set",49.99,49.99,49.99,1,0,0,0,0
911,"Champions Path Full","Unknown Set",49.95,49.95,49.95,1,0,0,0,0
912,"Darkness Ablaze Gem","Unknown Set",49.95,49.95,49.95,3,0,0,0,0
913,"SWSH Venusaur Smiling","Unknown Set",49.95,49.95,49.95,1,0,0,0,0
914,"Vivid Voltage Gem","Unknown Set",49.95,49.95,49.95,1,0,0,0,0
915,"Carnivine Black Star","Unknown Set",49.95,49.95,49.95,1,0,0,0,0
916,"1999 Staryu Base","Base Set",49.95,49.95,49.95,1,0,0,0,0
917,"Hidden Fates Gem","Unknown Set",49.95,49.95,49.95,2,0,0,0,0
918,"Bulbasaur 12/17 Common","Unknown Set",49.92,49.92,49.92,1,0,0,0,0
919,"1999 Potion #94","Unknown Set",49.89,49.89,49.89,1,0,0,0,0
920,"Brilliant Stars Sleeved Booster Pack Art Bundle [Set of 4]","SWSH09: Brilliant Stars",49.68,49.68,49.68,1,0,0,0,0
921,"Dark Machamp (10)","Team Rocket",49.59,30.09,13.49,5,0,0,0,0
922,"Smeargle 39/101 English","Unknown Set",49.44,49.44,49.44,1,0,0,0,0
923,"Pikachu Vmax 044/185","Unknown Set",49.07,20.01,8,8,0,0,0,0
924,"Dark Arbok (2)","Team Rocket",49.05,13.82,2.61,7,0,0,0,0
925,"Umbreon, Flareon, Eevee,","Unknown Set",49,49,49,1,0,0,0,0
926,"Umbreon, GX, mint","Unknown Set",49,49,49,1,0,0,0,0
927,"CHARIZARD VSTAR 019","Crown Zenith",49,49,49,1,0,0,0,0
928,"Umbreon Zoroark Lycanroc","Unknown Set",48.99,40.5,32,2,0,0,0,0
929,"Gyarados","Base Set (Shadowless)",48.96,29.27,20.92,5,0,0,0,0
930,"Jumpluff","Neo Revelation",48.53,24.06,8.98,8,0,0,0,0
931,"Umbreon rainbow rare","Unknown Set",48,48,48,1,0,0,0,0
932,"Azumarill #184 Neo","Neo Destiny",47.99,47.99,47.99,1,0,0,0,0
933,"Base Set Growlithe","Base Set",47.5,47.5,47.5,1,0,0,0,0
934,"Magneton","Base Set (Shadowless)",47.17,27.96,13.69,5,0,0,0,0
935,"Dark Dragonite","Legendary Collection",47.05,47.05,47.05,1,0,0,0,0
936,"NEW SEALED PIKACHU","Unknown Set",46.55,46.55,46.55,1,0,0,0,0
937,"Lucario Shikishi Art","Unknown Set",45.76,45.76,45.76,1,0,0,0,0
938,"Pokémon Zapdos Base","Base Set",45,45,45,1,0,0,0,0
939,"Pikachu VMAX 044","Unknown Set",45,45,45,1,0,0,0,0
940,"2022 SWSH Astral","Unknown Set",45,45,45,1,0,0,0,0
941,"ULTRA RARE Charizard","Unknown Set",45,45,45,1,0,0,0,0
942,"Erika's Vileplume 5/132","Gym Heroes",45,45,45,1,0,0,0,0
943,"Gyarados Base unlimited","Unknown Set",45,45,45,1,0,0,0,0
