Rank,Card Name,Set,Max Price (USD),Avg Price (USD),Min Price (USD),Listings,1Mo Trend %,6Mo Trend %,12Mo Trend %,Sold Count
294,"Pokémon Erika's Dragonair","Gym Heroes",250,250,250,1,0,0,0,0
295,"Charizard Rainbow Golden","Unknown Set",250,250,250,1,0,0,0,0
296,"1999 Fossil Unlimited","Fossil",250,250,250,1,0,0,0,0
297,"pikachu vmax","Unknown Set",250,250,250,1,0,0,0,0
298,"Shiny Charizard 079/073","Unknown Set",250,250,250,1,0,0,0,0
299,"Houndour (5)","Neo Discovery",250,72.4,17.21,7,0,0,0,0
300,"Pokémon Blastoise Venusaur","Celebrations",250,250,250,1,0,0,0,0
301,"NM-MINT 2010 KYOGRE","Unknown Set",250,250,250,1,0,0,0,0
302,"Mew (19)","Expedition",250,129.85,54.83,10,0,0,0,0
303,"2019 Charizard Sun","Unknown Set",250,250,250,1,0,0,0,0
304,"Yugioh Battles Legend","Unknown Set",249.99,249.99,249.99,1,0,0,0,0
305,"2002 Expedition Raichu","Expedition",249.99,249.99,249.99,1,0,0,0,0
306,"Umbreon","Aquapolis",249.99,103.77,29.21,10,0,0,0,0
307,"Pokémon 1999 Pocket","Unknown Set",249.99,249.99,249.99,1,0,0,0,0
308,"2000 Topps Animation","Unknown Set",249.99,249.99,249.99,1,0,0,0,0
309,"Gem Mint Dark","Team Rocket",249.99,214.99,179.99,2,0,0,0,0
310,"Venusaur","Base Set (Shadowless)",249.54,135.87,71.88,5,0,0,0,0
311,"Japanese Battle Reader","Unknown Set",249.13,249.13,249.13,1,0,0,0,0
312,"Lucky Stadium Trainer","Unknown Set",249,249,249,1,0,0,0,0
313,"Nidoking 11/102 1999","Base Set",249,249,249,1,0,0,0,0
314,"Gym Challenge Booster Pack [Unlimited Edition]","Gym Challenge",247.99,247.99,247.99,1,0,0,0,0
315,"Charizard 130 Base","Base Set",247.99,247.99,247.99,1,0,0,0,0
316,"Celebrations Elite Trainer Box","Celebrations",246.61,246.61,246.61,1,0,0,0,0
317,"Aquapolis Zapdos (7702)","Aquapolis",246.4,246.4,246.4,1,0,0,0,0
318,"Base Set 2 Booster Pack","Base Set 2",245.47,245.47,245.47,1,0,0,0,0
319,"Shining Steelix","Neo Destiny",242.5,179.84,102.16,5,0,0,0,0
320,"2004 Scrye Magazine","Unknown Set",240,240,240,1,0,0,0,0
321,"Japanese Japanese Jungle","Jungle",240,240,240,1,0,0,0,0
322,"Lot Charizard Promo","Unknown Set",240,240,240,1,0,0,0,0
323,"2003 Dragon Ninjask","Unknown Set",239.99,239.99,239.99,1,0,0,0,0
324,"Arcanine (H2)","Aquapolis",239.99,178.84,132.54,4,0,0,0,0
325,"2006 Crystal Guardians","Unknown Set",239.99,239.99,239.99,1,0,0,0,0
326,"Celebrations Collection Case [Dragapult Prime]","Celebrations",239.94,239.94,239.94,1,0,0,0,0
327,"Fossil Booster Pack [Unlimited Edition]","Fossil",230.94,230.94,230.94,1,0,0,0,0
328,"NEW Unopened Sword","Unknown Set",228.88,228.88,228.88,1,0,0,0,0
329,"Japanese Neo Houndour","Unknown Set",228.8,228.8,228.8,1,0,0,0,0
330,"Vaporeon (12)","Jungle",228.23,52.49,4.05,10,0,0,0,0
331,"Jungle Booster Pack [Unlimited Edition]","Jungle",225.81,225.81,225.81,1,0,0,0,0
332,"AGS Vivid Voltage","Unknown Set",225,225,225,1,0,0,0,0
333,"SEALED Vivid Voltage","Unknown Set",225,225,225,1,0,0,0,0
334,"Zapdos (H32)","Aquapolis",225,111.02,45.22,5,0,0,0,0
335,"Temporal Forces Factory","Unknown Set",224.99,224.99,224.99,1,0,0,0,0
336,"Fusion Strike Elite Trainer Box","SWSH08: Fusion Strike",224.22,224.22,224.22,1,0,0,0,0
337,"Promo Magmar Black","Unknown Set",224,224,224,1,0,0,0,0
338,"Fusion Strike Build & Battle Stadium","SWSH08: Fusion Strike",223.93,223.93,223.93,1,0,0,0,0
339,"Alakazam (1)","Expedition",221.66,70.52,16.07,10,0,0,0,0
340,"Jungle Theme Deck - "Water Blast"","Jungle",220.66,220.66,220.66,1,0,0,0,0
341,"Pikachu VMAX TG29/TG30","Unknown Set",220,132.5,45,2,0,0,0,0
342,"Base Venusaur 15/102","Unknown Set",220,220,220,1,0,0,0,0
343,"Pikachu Vmax Rainbow","Unknown Set",220,220,220,1,0,0,0,0
344,"MINT Ancient Mew","Unknown Set",219.99,219.99,219.99,1,0,0,0,0
345,"Crown Zenith Elite Trainer Box","Crown Zenith",219.75,219.75,219.75,1,0,0,0,0
346,"Misty (18)","Gym Heroes",218.29,75.02,16.88,10,0,0,0,0
347,"Pokémon Charizard Base","Base Set",218,209,200,2,0,0,0,0
348,"1999 TOPPS #E2","Unknown Set",215.96,215.96,215.96,1,0,0,0,0
349,"Shining Noctowl","Neo Destiny",215.72,145.81,60,5,0,0,0,0
350,"Crown Zenith Tin [Set of 3]","Crown Zenith",215.27,215.27,215.27,1,0,0,0,0
351,"Shining Tyranitar","Neo Destiny",214,214,214,1,0,0,0,0
352,"1999 GAME MACHOP","Unknown Set",213.07,213.07,213.07,1,0,0,0,0
353,"BLACK STAR PROMO","Unknown Set",209.99,209.99,209.99,1,0,0,0,0
354,"GYARADOS 6/102 CHINESE","Base Set",209.95,209.95,209.95,1,0,0,0,0
355,"MINT Meowth Sealed","Unknown Set",208.88,208.88,208.88,1,0,0,0,0
356,"Shining Gyarados","Neo Revelation",208.7,208.7,208.7,1,0,0,0,0
357,"LEGENDARY COLLECTION THE","Legendary Collection",204.99,204.99,204.99,1,0,0,0,0
358,"Slowking (H22)","Aquapolis",204.57,106.58,45,5,0,0,0,0
359,"Umbreon Secret Rare","Unknown Set",200,200,200,1,0,0,0,0
360,"Poliwrath 13/102 Base","Base Set",200,106,12,2,0,0,0,0
361,"Pokémon Umbreon And","Unknown Set",200,200,200,1,0,0,0,0
362,"Pokémon Machamp Base","Base Set",200,110,20,2,0,0,0,0
363,"Feraligatr (4)","Neo Genesis",200,69.78,25.75,7,0,0,0,0
364,"2014 Charizard #11","Unknown Set",200,200,200,1,0,0,0,0
365,"Blaine's Katsura's Charizard","Unknown Set",200,200,200,1,0,0,0,0
366,"2012 Japanese Cold","Unknown Set",200,200,200,1,0,0,0,0
367,"2020 SWSH #069","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
368,"2002 Expedition Cloyster","Expedition",199.99,199.99,199.99,1,0,0,0,0
369,"Pokemon 2-Player Starter Set (Revised Base Set Reprint Run)","Base Set",199.99,199.99,199.99,1,0,0,0,0
370,"Eevee Jungle, 1999","Jungle",199.99,199.99,199.99,1,0,0,0,0
371,"2006 Black Star","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
372,"2000 LEAGUE YEAR","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
373,"Umbreon 112/115 Unseen","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
374,"2000 Gym Challenge","Gym Challenge",199.99,124.99,49.99,2,0,0,0,0
375,"Charizard Stormfront 092/092","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
376,"Carddass Charizard charmeleon","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
377,"VAPOREON/FLAREON/JOLTEON NON RARE","Jungle",199.99,199.99,199.99,1,0,0,0,0
378,"POKEDEX Original 1999","Unknown Set",199.99,199.99,199.99,1,0,0,0,0
379,"BLASTOISE 2/130 Base","Base Set",199.95,199.95,199.95,1,0,0,0,0
380,"Raichu 025/092 1st","Unknown Set",199.95,199.95,199.95,1,0,0,0,0
381,"2021 Celebrations 17/17","Celebrations",199.95,174.95,149.95,2,0,0,0,0
382,"French 1999 Rattata","Base Set",199.95,199.95,199.95,1,0,0,0,0
383,"French Goupix Vulpix","Base Set",199.95,199.95,199.95,1,0,0,0,0
384,"1st Base Set","Base Set",199.95,199.95,199.95,1,0,0,0,0
385,"Devolution Spray 72/102","Unknown Set",199,199,199,1,0,0,0,0
386,"Clefairy Doll 70/102","Unknown Set",199,199,199,1,0,0,0,0
387,"Pichu base expedition","Expedition",199,199,199,1,0,0,0,0
388,"Electrode SV57 Secret","Unknown Set",199,199,199,1,0,0,0,0
389,"1999 Pokémon Blastoise","Unknown Set",199,199,199,1,0,0,0,0
390,"Charizard No.006 Vintage","Unknown Set",198.99,198.99,198.99,1,0,0,0,0
391,"Sea & Sky Premium Collection","Crown Zenith",197.98,197.98,197.98,1,0,0,0,0
392,"Dark Raichu","Team Rocket",197.74,76.25,25.42,7,0,0,0,0
393,"Squirtle","Legendary Collection",197.08,38.02,0.34,7,0,0,0,0
394,"Rare Holographic Machamp","Unknown Set",196,196,196,1,0,0,0,0
395,"Typhlosion (18)","Neo Genesis",195,93.83,48.42,7,0,0,0,0
396,"Shiny Star s4a","Unknown Set",194.99,194.99,194.99,1,0,0,0,0
397,"Charizard Celebrations Bleed","Celebrations",192.57,192.57,192.57,1,0,0,0,0
398,"Crown Zenith Premium Figure Collection [Shiny Zacian]","Crown Zenith",192.46,192.46,192.46,1,0,0,0,0
399,"Vintage 1999 WoTC","Jungle",190,190,190,1,0,0,0,0
400,"Jungle Theme Deck - "Power Reserve"","Jungle",189.99,189.99,189.99,1,0,0,0,0
401,"Spectrum (Haunter) from","Base Set",189.95,189.95,189.95,1,0,0,0,0
402,"Brilliant Stars Pokemon Center Elite Trainer Box (Exclusive)","SWSH09: Brilliant Stars",187.78,187.78,187.78,1,0,0,0,0
403,"Pikachu 1st gen","Unknown Set",185,185,185,1,0,0,0,0
404,"Game Sword Shield","Unknown Set",184.48,184.48,184.48,1,0,0,0,0
405,"Crown Zenith Premium Figure Collection [Shiny Zamazenta]","Crown Zenith",181.04,181.04,181.04,1,0,0,0,0
406,"Scizor (H21)","Aquapolis",180.99,92.68,37.26,5,0,0,0,0
407,"Leafeon VMAX (Alternate Art Secret)","SWSH07: Evolving Skies",180.78,180.78,180.78,1,0,0,0,0
408,"Team Rocket Theme Deck - "Trouble"","Team Rocket",180.08,180.08,180.08,1,0,0,0,0
409,"2012 Charizard #11","Unknown Set",180,180,180,1,0,0,0,0
410,"Base Set 2 Theme Deck - "Hot Water"","Base Set 2",180,180,180,1,0,0,0,0
411,"2016 Togedemaru Japanese","Unknown Set",180,180,180,1,0,0,0,0
412,"Pokémon Mega-Charizard-EX Generations","Unknown Set",180,180,180,1,0,0,0,0
413,"Celebi (3)","Neo Revelation",180,78.47,10,9,0,0,0,0
414,"Sword Shield Vivid","Unknown Set",179.99,179.99,179.99,1,0,0,0,0
415,"1998 P.M. Japanese","Unknown Set",179.95,179.95,179.95,1,0,0,0,0
416,"Snorlax","Legendary Collection",179.33,35.48,2.27,6,0,0,0,0
417,"Fossil Theme Deck - "LockDown"","Fossil",177.79,177.79,177.79,1,0,0,0,0
418,"Lugia V (Alternate Full Art)","SWSH12: Silver Tempest",177.12,177.12,177.12,1,0,0,0,0
419,"Houndoom (15)","Aquapolis",175,48.49,16.01,10,0,0,0,0
420,"Shining Fates Collection","Unknown Set",175,175,175,1,0,0,0,0
421,"Two Umbreon One","Unknown Set",175,175,175,1,0,0,0,0
422,"Speical Delivery Charizard","Unknown Set",175,175,175,1,0,0,0,0
423,"Pokémon Charizard VMAX","Unknown Set",175,172.5,170,2,0,0,0,0
424,"Charizard No.006 Prism","Unknown Set",175,175,175,1,0,0,0,0
425,"Neo Destiny Light","Neo Destiny",174.99,174.99,174.99,1,0,0,0,0
426,"Zapdos","Base Set (Shadowless)",174.97,83.46,21.84,6,0,0,0,0
427,"Jolteon (4)","Jungle",174.26,67.58,16.1,10,0,0,0,0
428,"Ninetales (H19)","Aquapolis",173.75,99.67,60.58,5,0,0,0,0
429,"Lotad Deoxys","Unknown Set",173.46,173.46,173.46,1,0,0,0,0
430,"Venusuar DPBP#003 Rare","Unknown Set",172.53,172.53,172.53,1,0,0,0,0
431,"Hoopa V Box / Dragonite V Box [Set of 2]","SWSH08: Fusion Strike",172.52,172.52,172.52,1,0,0,0,0
432,"Dragonite V (Alternate Full Art)","SWSH07: Evolving Skies",172.5,172.5,172.5,1,0,0,0,0
433,"Light Dragonite","Neo Destiny",170.27,106.55,60.96,5,0,0,0,0
434,"Charmander Team Rocket,","Team Rocket",169.99,169.99,169.99,1,0,0,0,0
435,"Celebrations Prime Collection","Celebrations",169.7,169.7,169.7,1,0,0,0,0
436,"Rocket's Mewtwo","Gym Challenge",167.67,109.36,63.52,5,0,0,0,0
437,"Slowking","Neo Genesis",166.5,53.21,13.54,10,0,0,0,0
438,"Glaceon VMAX (Alternate Art Secret)","SWSH07: Evolving Skies",166.35,166.35,166.35,1,0,0,0,0
439,"Sylveon VMAX (Alternate Art Secret)","SWSH07: Evolving Skies",162.52,162.52,162.52,1,0,0,0,0
440,"Houndoom (4)","Neo Discovery",160.55,55.8,15.92,7,0,0,0,0
441,"Celebrations Complete Set","Celebrations",160,160,160,1,0,0,0,0
442,"PIKACHU Red Cheeks","Jungle",159.77,159.77,159.77,1,0,0,0,0
443,"Sabrina's Gengar","Gym Challenge",159.04,62.5,21.99,7,0,0,0,0
444,"GEM MINT Salazzle","Unknown Set",158.88,158.88,158.88,1,0,0,0,0
445,"Umbreon 062/080 Foil","Unknown Set",158.69,158.69,158.69,1,0,0,0,0
446,"Charizard (40)","Expedition",157.47,68.14,22.04,10,0,0,0,0
447,"Blastoise","Base Set",156.91,86.81,40.97,5,0,0,0,0
448,"Pichu","Neo Genesis",154.66,71.85,22.58,10,0,0,0,0
449,"2016 GYARADOS 20TH","Unknown Set",153,153,153,1,0,0,0,0
450,"Glaceon / Leafeon VSTAR Special Collection [Set of 2]","SWSH09: Brilliant Stars",152.71,152.71,152.71,1,0,0,0,0
451,"Chinese Poliwrath First","Base Set",150,150,150,1,0,0,0,0
452,"Pikachu Japanese Base","Base Set",150,150,150,1,0,0,0,0
453,"Pokémon Jolteon Jungle","Jungle",150,150,150,1,0,0,0,0
454,"2021 Celebrations Umbreon","Celebrations",150,150,150,1,0,0,0,0
455,"Breeder 1999 Base","Base Set",150,150,150,1,0,0,0,0
456,"Pokémon Mewtwo Base","Base Set",150,100,50,2,0,0,0,0
457,"Pikachu VMAX Vivid","Unknown Set",150,150,150,1,0,0,0,0
458,"Pokémon Umbreon Black","Unknown Set",150,150,150,1,0,0,0,0
459,"Pristine 10, Sudowoodo","Unknown Set",150,150,150,1,0,0,0,0
460,"Clefable (7)","Expedition",150,35.07,7.55,10,0,0,0,0
461,"Pokémon Blastoise Base","Base Set",150,150,150,1,0,0,0,0
462,"2022 VSTAR UNIVERSE","Unknown Set",150,110,70,2,0,0,0,0
463,"Pikachu VMAX 188/185","Unknown Set",150,150,150,1,0,0,0,0
464,"Pokémon Typhlosion Neo","Neo Genesis",150,150,150,1,0,0,0,0
465,"English Hidden Legends","Unknown Set",150,150,150,1,0,0,0,0
466,"Charizard Foil Topps","Unknown Set",150,150,150,1,0,0,0,0
467,"Gengar (48)","Expedition",149.99,64.6,12.37,10,0,0,0,0
468,"First Movie Promotional","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
469,"1999 Fossil Muk","Fossil",149.99,149.99,149.99,1,0,0,0,0
470,"Blaine's CHARIZARD No.006","Fossil",149.99,149.99,149.99,1,0,0,0,0
471,"Meiji Get Umbreon","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
472,"2003 Skyridge Snorlax","Skyridge",149.99,149.99,149.99,1,0,0,0,0
473,"Mint Power Keepers","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
474,"2002 League Black","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
475,"Eevee Heroes VMAX","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
476,"2003 Skyridge Farfetch'd","Skyridge",149.99,149.99,149.99,1,0,0,0,0
477,"Haunter 6/62 Fossil","Fossil",149.99,149.99,149.99,1,0,0,0,0
478,"Blastoise 009 PROMO","Unknown Set",149.99,149.99,149.99,1,0,0,0,0
479,"Espeon","Aquapolis",149.99,76.47,30,10,0,0,0,0
480,"2003 Skyridge Politoed","Skyridge",149.99,149.99,149.99,1,0,0,0,0
481,"Dark Feraligatr","Neo Destiny",149.97,75.46,33.25,5,0,0,0,0
482,"Pokémon Booster Pack","Unknown Set",149.96,149.96,149.96,1,0,0,0,0
483,"1999 Charmeleon #24","Unknown Set",149.95,149.95,149.95,1,0,0,0,0
484,"Moltres (12)","Fossil",148.75,54.25,11.62,10,0,0,0,0
485,"Ampharos","Neo Revelation",148.47,50.44,11.37,9,0,0,0,0
486,"Dark Dragonite (5)","Team Rocket",147.97,81.34,34.69,5,0,0,0,0
487,"Celebrations Premium Figure Collection [Pikachu VMAX]","Celebrations",147.66,147.66,147.66,1,0,0,0,0
488,"Eevee","Aquapolis",147.65,36.67,5.56,9,0,0,0,0
489,"Ampharos (H1)","Aquapolis",147.29,75.78,32.99,5,0,0,0,0
490,"Crown Zenith Mini Tin [Set of 5]","Crown Zenith",146.87,146.87,146.87,1,0,0,0,0
491,"Crown Zenith Tin [Set of 3] (International Version)","Crown Zenith",146.61,146.61,146.61,1,0,0,0,0
492,"Gengar","Legendary Collection",142.97,70.76,31.42,5,0,0,0,0
493,"Meganium (11)","Neo Genesis",142.5,53.37,20.05,9,0,0,0,0
494,"Scizor (10)","Neo Discovery",142.5,56.42,15.03,9,0,0,0,0
495,"Meganium Neo Base","Unknown Set",141.94,141.94,141.94,1,0,0,0,0
496,"1999 Game Raticate","Unknown Set",141.94,141.94,141.94,1,0,0,0,0
497,"Shining Magikarp","Neo Revelation",141.59,141.59,141.59,1,0,0,0,0
498,"Fusion Strike Sleeved Booster Pack Bundle [Set of 8]","SWSH08: Fusion Strike",141.37,141.37,141.37,1,0,0,0,0
499,"Politoed (8)","Neo Discovery",140,39.68,11.8,7,0,0,0,0
500,"Raichu (14)","Fossil",140,39.96,6.24,10,0,0,0,0
501,"2017 Mewtwo #39","Unknown Set",140,140,140,1,0,0,0,0
502,"2000 Rocket #53","Unknown Set",140,140,140,1,0,0,0,0
503,"Squirtle (132)","Expedition",140,34.85,4.08,10,0,0,0,0
504,"Blastoise Japanese Expedition","Expedition",139.99,139.99,139.99,1,0,0,0,0
505,"False Okido Imposter","Unknown Set",139.95,139.95,139.95,1,0,0,0,0
506,"2016 NINETALES 20TH","Unknown Set",139.69,139.69,139.69,1,0,0,0,0
507,"Tyranitar (12)","Neo Discovery",139.35,71.1,33.63,6,0,0,0,0
508,"Urshifu VMAX Premium Collection [Set of 2]","SWSH08: Fusion Strike",138.75,138.75,138.75,1,0,0,0,0
509,"Celebrations Collector Chest","Celebrations",136.46,136.46,136.46,1,0,0,0,0
510,"Mint Fossil Lapras","Fossil",135,135,135,1,0,0,0,0
511,"2000 P.M. Japanese","Unknown Set",134.99,134.99,134.99,1,0,0,0,0
512,"Espeon VMAX (Alternate Art Secret)","SWSH08: Fusion Strike",134.93,134.93,134.93,1,0,0,0,0
513,"Articuno (2)","Fossil",134.69,50.21,8.84,10,0,0,0,0
514,"Clefairy","Base Set (Shadowless)",133.79,49.7,16.52,5,0,0,0,0
515,"Zapdos (15)","Fossil",133.77,36.43,4.8,10,0,0,0,0
516,"Mew (55)","Expedition",133.68,48.08,15.07,10,0,0,0,0
517,"Butterfree (5)","Expedition",133.33,46.14,8.06,9,0,0,0,0
518,"Pikachu vmax","Unknown Set",133.04,133.04,133.04,1,0,0,0,0
519,"Raichu","Base Set (Shadowless)",131.66,69.6,27,5,0,0,0,0
520,"Sword Shield Seven-Eleven","Unknown Set",131.12,131.12,131.12,1,0,0,0,0
521,"Game Japanese Red's","Unknown Set",130,130,130,1,0,0,0,0
522,"Tapu Koko- 017","Unknown Set",129.99,129.99,129.99,1,0,0,0,0
523,"Blastoise Base Set","Base Set",129.99,129.99,129.99,1,0,0,0,0
524,"Charizard HP100 012/029","Unknown Set",129.99,129.99,129.99,1,0,0,0,0
525,"Meganium (10)","Neo Genesis",129.85,50.83,17.57,9,0,0,0,0
526,"Erika's Venusaur","Gym Challenge",128.94,75.32,36.07,5,0,0,0,0
527,"Dragonite (43)","Expedition",128,48.8,10.64,10,0,0,0,0
528,"Brilliant Stars Elite Trainer Box","SWSH09: Brilliant Stars",127.66,127.66,127.66,1,0,0,0,0
529,"Dark Blastoise (3)","Team Rocket",127.42,77.91,41.99,5,0,0,0,0
530,"Blaine's Charizard","Gym Challenge",126.92,126.92,126.92,1,0,0,0,0
531,"Raichu (25)","Expedition",126.34,45.63,10.98,10,0,0,0,0
532,"Brock's Rhydon","Gym Heroes",126.33,33.49,8.13,7,0,0,0,0
533,"1998 Pikachu Togepi","Unknown Set",126,126,126,1,0,0,0,0
534,"Pidgeot (8)","Jungle",125.08,36.44,7.4,10,0,0,0,0
535,"VULPIX Base Set","Base Set",125,125,125,1,0,0,0,0
536,"2022 JPN. SV-P","Scarlet",125,125,125,1,0,0,0,0
537,"Charizard 076/S-P Pristine","Unknown Set",125,125,125,1,0,0,0,0
538,"Surfing Pikachu VMAX","Celebrations",125,19.26,3.5,9,0,0,0,0
539,"Pristine 10, Chikorita","Unknown Set",125,125,125,1,0,0,0,0
540,"English Deoxys Crobat","Unknown Set",125,125,125,1,0,0,0,0
541,"9.5 Ho-oh #250,","Unknown Set",125,125,125,1,0,0,0,0
542,"2016 Evolutions Charizard","Unknown Set",125,125,125,2,0,0,0,0
543,"Pokémon Alakazam Base","Base Set",125,120,115,2,0,0,0,0
544,"1999 Fossil Prerelease","Fossil",124.99,124.99,124.99,1,0,0,0,0
545,"2003 Skyridge Poliwhirl","Skyridge",124.99,124.99,124.99,1,0,0,0,0
546,"2004 Japanese Nidoqueen","Unknown Set",124.99,124.99,124.99,1,0,0,0,0
547,"Dark Alakazam -2000","Team Rocket",124.99,124.99,124.99,1,0,0,0,0
548,"Japanese Luxray 004/012","Unknown Set",124.99,124.99,124.99,1,0,0,0,0
549,"Celebrations Premium Playmat Collection [Pikachu V-UNION]","Celebrations",124.55,124.55,124.55,1,0,0,0,0
550,"Pikachu VMAX CSR","Unknown Set",124.49,124.49,124.49,1,0,0,0,0
551,"Dark Houndoom","Neo Destiny",124.37,63.36,31.8,7,0,0,0,0
552,"Celebrations Special Collection - V Memories","Celebrations",124.07,124.07,124.07,1,0,0,0,0
553,"Blissey","Neo Revelation",122.32,43.81,16.77,9,0,0,0,0
554,"Celebrations Collection [Pikachu V-UNION]","Celebrations",122.22,122.22,122.22,1,0,0,0,0
555,"Umbreon (32)","Neo Discovery",121.44,57.6,24.14,9,0,0,0,0
556,"Feraligatr (5)","Neo Genesis",121.29,56.92,24.31,7,0,0,0,0
557,"Ninetales","Base Set (Shadowless)",121.27,46.28,15.87,5,0,0,0,0
558,"Crown Zenith Pin Collection [Set of 3]","Crown Zenith",120.99,120.99,120.99,1,0,0,0,0
559,"charizard","Unknown Set",120,120,120,1,0,0,0,0
560,"Over 100 Cards","Unknown Set",120,120,120,1,0,0,0,0
561,"cards (my old","Unknown Set",120,120,120,1,0,0,0,0
562,"1999 Pikachu #58","Base Set",120,120,120,1,0,0,0,0
563,"Sword&Shield Japanese Umbreon","Unknown Set",120,120,120,1,0,0,0,0
564,"Pikachu VMAX TG17/TG30","Unknown Set",120,120,120,1,0,0,0,0
565,"Base Set 2 Theme Deck - "Grass Chopper"","Base Set 2",120,120,120,1,0,0,0,0
566,"Pokémon Articuno Fossil","Fossil",120,120,120,1,0,0,0,0
567,"Pokémon Pikachu VMAX","Unknown Set",120,48.29,5,12,0,0,0,0
568,"Gem Mint Magmar","Team Rocket",119.99,119.99,119.99,1,0,0,0,0
569,"Weezing HeartGold Collection","Unknown Set",119.99,119.99,119.99,1,0,0,0,0
570,"Gem Mint Quagsire","Team Rocket",119.99,119.99,119.99,1,0,0,0,0
571,"Blastoise (37)","Expedition",119.99,43.56,8.77,10,0,0,0,0
572,"BLAINE'S CHARIZARD Foil","Gym Challenge",119.99,119.99,119.99,1,0,0,0,0
573,"Pokémon 151 Pikachu","Unknown Set",119.99,119.99,119.99,1,0,0,0,0
574,"Blastoise (36)","Expedition",119.95,47.26,10.72,10,0,0,0,0
575,"Chinchou Non 55/111","Neo Genesis",119.74,119.74,119.74,1,0,0,0,0
576,"SUPER RARE CHARIZARD","Unknown Set",119.4,119.4,119.4,1,0,0,0,0
577,"Vivid Voltage Ultra","Unknown Set",119,119,119,1,0,0,0,0
578,"1999 Japanese Feraligatr","Unknown Set",119,119,119,1,0,0,0,0
579,"Umbreon VMAX 094/069","Unknown Set",118.88,118.88,118.88,1,0,0,0,0
580,"Fossil Theme Deck - "BodyGuard"","Fossil",117.93,117.93,117.93,1,0,0,0,0
581,"Crown Zenith Booster Bundle","Crown Zenith",117.1,117.1,117.1,1,0,0,0,0
582,"Arceus V Figure Collection","SWSH09: Brilliant Stars",116.8,116.8,116.8,1,0,0,0,0
583,"Umbreon V (Alternate Full Art)","SWSH07: Evolving Skies",116.02,116.02,116.02,1,0,0,0,0
584,"Brilliant Stars Build & Battle Stadium","SWSH09: Brilliant Stars",115.25,115.25,115.25,1,0,0,0,0
585,"Charizard Evolutions 2016","Unknown Set",115,115,115,1,0,0,0,0
586,"Typhlosion Delta Japanese","Unknown Set",115,115,115,1,0,0,0,0
587,"BULBASAUR 44/102 Base","Base Set",115,67.48,19.95,2,0,0,0,0
588,"CHARIZARD VSTAR #212","Unknown Set",115,115,115,1,0,0,0,0
589,"2014 Promo XY10","Unknown Set",114.99,114.99,114.99,1,0,0,0,0
590,"Smeargle (11)","Neo Discovery",114,36.87,13.2,7,0,0,0,0
591,"Venusaur","Base Set",113.99,63.94,30.17,5,0,0,0,0
592,"Nidoking","Base Set (Shadowless)",113.66,50.67,19.07,5,0,0,0,0
593,"Alakazam","Base Set (Shadowless)",110.47,56.24,24.99,5,0,0,0,0
594,"Scyther (10)","Jungle",110.23,37.66,7.13,10,0,0,0,0
595,"2021 Single Strike","Unknown Set",110,104.98,99.95,2,0,0,0,0
596,"Mewtwo Blackstar Promo","Unknown Set",109.99,109.99,109.99,1,0,0,0,0
597,"Charizard SM226 Promo","Unknown Set",109.99,109.99,109.99,1,0,0,0,0
598,"CHARIZARD #211 VSTAR","Unknown Set",109,109,109,1,0,0,0,0
599,"Silver Tempest Build & Battle Stadium","SWSH12: Silver Tempest",108.33,108.33,108.33,1,0,0,0,0
600,"Poliwrath Light BLEED","Unknown Set",106.99,106.99,106.99,1,0,0,0,0
601,"2019 Black Star","Unknown Set",106.99,106.99,106.99,1,0,0,0,0
602,"Flareon (3)","Jungle",105.09,57.64,16.16,10,0,0,0,0
603,"Misdreavus","Neo Revelation",105.03,40.13,18.13,7,0,0,0,0
604,"7.5 First edition","Unknown Set",105,105,105,1,0,0,0,0
605,"Kids Charizard Nintendo","Unknown Set",104.99,104.99,104.99,1,0,0,0,0
606,"Dark Charizard (21)","Team Rocket",104.35,43.31,21.69,7,0,0,0,0
607,"Misty's Gyarados","Gym Challenge",104.23,64.6,34.17,5,0,0,0,0
608,"Pikachu VMAX Premium Collection","Crown Zenith",103.15,103.15,103.15,1,0,0,0,0
609,"Blastoise","Base Set 2",102.11,60.32,32.9,5,0,0,0,0
610,"Base Set Unlimited","Base Set",100.8,28.2,0.99,9,0,0,0,0
611,"1999 Japanese Sabrina's","Unknown Set",100,100,100,1,0,0,0,0
612,"Bulbasaur","Legendary Collection",100,17.9,0.55,6,0,0,0,0
613,"8.5 Brock's Ninetales","Unknown Set",100,100,100,1,0,0,0,0
614,"SQUIRTLE Base Set","Base Set",100,100,100,1,0,0,0,0
615,"Pikachu VMAX Ultra","Unknown Set",100,100,100,1,0,0,0,0
616,"Mint Farfetch'd Base","Base Set",100,100,100,1,0,0,0,0
617,"Charizard 181/SM-P Indonesian","Unknown Set",100,100,100,2,0,0,0,0
