Name,Set,Rarity,RarityWeight,MarketPrice,CurrentPrice,ListingCount,ProductURL,ImageURL
"Crown Zenith: Galarian Gallery","All Pokemon Products","",null,"5.7","3.4","141","https://www.tcgplayer.com/product/478025/pokemon-crown-zenith-galarian-gallery-electivire?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH: Sword & Shield Promo Cards","Pokemon Search (All)","",null,"5.7","2.98","30144","https://www.tcgplayer.com/product/505996/pokemon-swsh-sword-and-shield-promo-cards-lugia-v-swsh301?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Products (Paginated)","",null,"5.69","4.9","8676","https://www.tcgplayer.com/product/642593/pokemon-sv-white-flare-vullaby-144-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV09: Journey Together","Pokemon Complete Catalog (30,120+ cards)","",null,"5.68","5","159342","https://www.tcgplayer.com/product/623590/pokemon-sv09-journey-together-ionos-kilowattrel-163-159?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Shining Fates: Shiny Vault","Pokemon Search (All)","",null,"5.66","4.7","115","https://www.tcgplayer.com/product/232502/pokemon-shining-fates-shiny-vault-lapras-vmax?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV05: Temporal Forces","Pokemon Search (All)","",null,"5.65","4.03","162199","https://www.tcgplayer.com/product/542902/pokemon-sv05-temporal-forces-chatot-181-162?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Miscellaneous Cards & Products","Pokemon Search (All)","",null,"5.64","5.45","131","https://www.tcgplayer.com/product/618093/pokemon-miscellaneous-cards-and-products-vaporeon-ex-023-131-prismatic-evolutions-stamp?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Black Bolt","Pokemon Search (All)","",null,"5.63","4.95","8688","https://www.tcgplayer.com/product/642603/pokemon-sv-black-bolt-tranquill-149-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","Paldea Evolved","",null,"5.62","5.49","193132","https://www.tcgplayer.com/product/497692/pokemon-sv02-paldea-evolved-meowscarada-ex-271-193?page=1","https://tcgplayer-cdn.tcgplayer.com/product/497692_in_200x200.jpg"
"SV10: Destined Rivals","Pokemon Products (Paginated)","",null,"5.62","4.75","182235","https://www.tcgplayer.com/product/633016/pokemon-sv10-destined-rivals-team-rockets-nidoking-ex-216-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","All Pokemon Products","",null,"5.62","3.95","193141","https://www.tcgplayer.com/product/497630/pokemon-sv02-paldea-evolved-flamigo-227-193?page=1","https://tcgplayer-cdn.tcgplayer.com/product/497630_in_200x200.jpg"
"SV: Paldean Fates","Pokemon Search (All)","",null,"5.61","4.99","91179","https://www.tcgplayer.com/product/535104/pokemon-sv-paldean-fates-nemona-238-091?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Search (All)","",null,"5.61","4.49","8689","https://www.tcgplayer.com/product/642244/pokemon-sv-white-flare-archen-131-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Black Bolt","All Pokemon Products","",null,"5.6","4","8693","https://www.tcgplayer.com/product/642577/pokemon-sv-black-bolt-golett-122-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.59","4.25","130","https://www.tcgplayer.com/product/534463/pokemon-sv-paldean-fates-scyther?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV06: Twilight Masquerade","Pokemon Search (All)","",null,"5.58","4.43","167238","https://www.tcgplayer.com/product/550248/pokemon-sv06-twilight-masquerade-carmine-204-167?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.57","4.25","75","https://www.tcgplayer.com/product/535174/pokemon-sv-paldean-fates-jigglypuff?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV04: Paradox Rift","Pokemon Search (All)","",null,"5.57","3.59","182153","https://www.tcgplayer.com/product/523878/pokemon-sv04-paradox-rift-espathra-197-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH03: Darkness Ablaze","Pokemon Search (All)","",null,"5.57","2.99","126","https://www.tcgplayer.com/product/219232/pokemon-swsh03-darkness-ablaze-charizard-v?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Team Rocket","Pokemon Products (Paginated)","",null,"5.55","0.15","475","https://www.tcgplayer.com/product/84204/pokemon-team-rocket-charmander?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"5.54","3.92","198171","https://www.tcgplayer.com/product/490079/pokemon-sv01-scarlet-and-violet-base-set-starly-221-198?page=1","https://tcgplayer-cdn.tcgplayer.com/product/490079_in_200x200.jpg"
"SV: Black Bolt","All Pokemon Products","",null,"5.54","3.75","8683","https://www.tcgplayer.com/product/642587/pokemon-sv-black-bolt-venipede-132-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"5.54","3.63","198205","https://www.tcgplayer.com/product/490043/pokemon-sv01-scarlet-and-violet-base-set-miraidon-ex-253-198?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Products (Paginated)","",null,"5.53","5.25","8686","https://www.tcgplayer.com/product/642594/pokemon-sv-white-flare-mandibuzz-145-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV09: Journey Together","Pokemon Search (All)","",null,"5.53","4","159237","https://www.tcgplayer.com/product/623617/pokemon-sv09-journey-together-spiky-energy-190-159?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH07: Evolving Skies","Pokemon Search (All)","",null,"5.53","2.99","137","https://www.tcgplayer.com/product/246753/pokemon-swsh07-evolving-skies-glaceon-vmax?page=1","https://tcgplayer-cdn.tcgplayer.com/product/246753_in_200x200.jpg"
"SV: Shrouded Fable","Shrouded Fable","",null,"5.52","4.93","64167","https://www.tcgplayer.com/product/560376/pokemon-sv-shrouded-fable-tapu-bulu-065-064?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Team Rocket","All Pokemon Products","",null,"5.52","0.35","462","https://www.tcgplayer.com/product/89484/pokemon-team-rocket-squirtle?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Shining Fates: Shiny Vault","Pokemon Search (All)","",null,"5.51","4.62","143","https://www.tcgplayer.com/product/232518/pokemon-shining-fates-shiny-vault-eternatus-vmax?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV04: Paradox Rift","Paradox Rift","",null,"5.5","4.95","182191","https://www.tcgplayer.com/product/523876/pokemon-sv04-paradox-rift-blitzle-195-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV05: Temporal Forces","Temporal Forces","",null,"5.5","4.3","162230","https://www.tcgplayer.com/product/542917/pokemon-sv05-temporal-forces-raging-bolt-ex-196-162?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV04: Paradox Rift","Paradox Rift","",null,"5.5","3.45","182164","https://www.tcgplayer.com/product/523872/pokemon-sv04-paradox-rift-wimpod-191-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV10: Destined Rivals","Pokemon Products (Paginated)","",null,"5.49","3.95","182199","https://www.tcgplayer.com/product/633001/pokemon-sv10-destined-rivals-zamazenta-201-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"5.47","4.99","198243","https://www.tcgplayer.com/product/490096/pokemon-sv01-scarlet-and-violet-base-set-miriam-238-198?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Crown Zenith","Pokemon Search (All)","",null,"5.47","3","92","https://www.tcgplayer.com/product/478211/pokemon-crown-zenith-rayquaza-vmax-102?page=1","https://tcgplayer-cdn.tcgplayer.com/product/478211_in_200x200.jpg"
"SV03: Obsidian Flames","Pokemon Products (Paginated)","",null,"5.46","5.9","197253","https://www.tcgplayer.com/product/509957/pokemon-sv03-obsidian-flames-lechonk-209-197?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH: Sword & Shield Promo Cards","Pokemon Search (All)","",null,"5.46","2.55","3941","https://www.tcgplayer.com/product/220268/pokemon-swsh-sword-and-shield-promo-cards-pikachu-swsh039?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"XY - Evolutions","Pokemon Search (All)","",null,"5.44","2.6","80","https://www.tcgplayer.com/product/124124/pokemon-xy-evolutions-surfing-pikachu?page=1","https://tcgplayer-cdn.tcgplayer.com/product/124124_in_200x200.jpg"
"SV: Black Bolt","Pokemon Search (All)","",null,"5.42","4.95","8670","https://www.tcgplayer.com/product/642581/pokemon-sv-black-bolt-gurdurr-126-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","Pokemon Search (All)","",null,"5.41","3.65","191266","https://www.tcgplayer.com/product/589941/pokemon-sv08-surging-sparks-exeggcute-192-191?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","Pokemon Search (All)","",null,"5.39","4.92","191235","https://www.tcgplayer.com/product/589888/pokemon-sv08-surging-sparks-castform-sunny-form-195-191?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","Pokemon Complete Catalog (30,120+ cards)","",null,"5.39","4.75","191356","https://www.tcgplayer.com/product/590025/pokemon-sv08-surging-sparks-pikachu-ex-057-191?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","All Pokemon Products","",null,"5.38","4.35","8676","https://www.tcgplayer.com/product/642241/pokemon-sv-white-flare-boldore-128-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.37","4.64","91148","https://www.tcgplayer.com/product/534496/pokemon-sv-paldean-fates-charcadet-114-091?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"WoTC Promo","Pokemon Products (Paginated)","",null,"5.33","2.15","35","https://www.tcgplayer.com/product/86112/pokemon-wotc-promo-hitmontop?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Gym Challenge","Pokemon Search (All)","",null,"5.33","1.1","124","https://www.tcgplayer.com/product/87534/pokemon-gym-challenge-mistys-magikarp?page=1","https://tcgplayer-cdn.tcgplayer.com/product/87534_in_200x200.jpg"
"Crown Zenith","All Pokemon Products","",null,"5.32","4.41","215","https://www.tcgplayer.com/product/478118/pokemon-crown-zenith-friends-in-hisui-full-art?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH10: Astral Radiance","Pokemon Products (Paginated)","",null,"5.32","3.4","146","https://www.tcgplayer.com/product/272274/pokemon-swsh10-astral-radiance-machamp-vmax?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet Promo Cards","Pokemon Products (Paginated)","",null,"5.31","4","16489","https://www.tcgplayer.com/product/596421/pokemon-sv-scarlet-and-violet-promo-cards-lapras-ex-164?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet Promo Cards","Pokemon Search (All)","",null,"5.29","4","65127","https://www.tcgplayer.com/product/526649/pokemon-sv-scarlet-and-violet-promo-cards-scream-tail-065?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV05: Temporal Forces","Pokemon Products (Paginated)","",null,"5.29","3.79","162165","https://www.tcgplayer.com/product/542890/pokemon-sv05-temporal-forces-charjabug-169-162?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Search (All)","",null,"5.28","5","8672","https://www.tcgplayer.com/product/642240/pokemon-sv-white-flare-roggenrola-127-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet Promo Cards","Pokemon Complete Catalog (30,120+ cards)","",null,"5.28","1.99","13039","https://www.tcgplayer.com/product/562087/pokemon-sv-scarlet-and-violet-promo-cards-kingambit-130?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Search (All)","",null,"5.27","4.64","8661","https://www.tcgplayer.com/product/642205/pokemon-sv-white-flare-cottonee-090-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","Pokemon Search (All)","",null,"5.26","4.92","191244","https://www.tcgplayer.com/product/589865/pokemon-sv08-surging-sparks-appletun-211-191?page=1","https://tcgplayer-cdn.tcgplayer.com/product/589865_in_200x200.jpg"
"SV04: Paradox Rift","Pokemon Products (Paginated)","",null,"5.25","4.73","182210","https://www.tcgplayer.com/product/523891/pokemon-sv04-paradox-rift-aegislash-210-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.24","4.99","172","https://www.tcgplayer.com/product/535127/pokemon-sv-paldean-fates-ting-lu-ex?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.23","5.13","91119","https://www.tcgplayer.com/product/535213/pokemon-sv-paldean-fates-lechonk-207-091?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","Pokemon Search (All)","",null,"5.21","4.54","193124","https://www.tcgplayer.com/product/497616/pokemon-sv02-paldea-evolved-gothorita-213-193?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","Pokemon Search (All)","",null,"5.21","3.17","193185","https://www.tcgplayer.com/product/497626/pokemon-sv02-paldea-evolved-grafaiai-223-193?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Base Set","Pokemon Products (Paginated)","",null,"5.21","1.5","205","https://www.tcgplayer.com/product/108648/pokemon-base-set-pokemon-trader?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","Pokemon Search (All)","",null,"5.2","4.4","193183","https://www.tcgplayer.com/product/497695/pokemon-sv02-paldea-evolved-chien-pao-ex-274-193?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV06: Twilight Masquerade","Pokemon Search (All)","",null,"5.2","3","167208","https://www.tcgplayer.com/product/550214/pokemon-sv06-twilight-masquerade-dipplin-170-167?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Black Bolt","Pokemon Products (Paginated)","",null,"5.18","5.25","8679","https://www.tcgplayer.com/product/642579/pokemon-sv-black-bolt-drilbur-124-086?page=1","https://tcgplayer-cdn.tcgplayer.com/product/642579_in_200x200.jpg"
"SM Promos","Pokemon Search (All)","",null,"5.18","2.99","14740","https://www.tcgplayer.com/product/177111/pokemon-sm-promos-glaceon-gx-sm147?page=1","https://tcgplayer-cdn.tcgplayer.com/product/177111_in_200x200.jpg"
"Hidden Fates","Pokemon Products (Paginated)","",null,"5.18","2","94","https://www.tcgplayer.com/product/197675/pokemon-hidden-fates-mewtwo-gx?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Black Bolt","Pokemon Search (All)","",null,"5.17","4.75","8652","https://www.tcgplayer.com/product/642588/pokemon-sv-black-bolt-whirlipede-133-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.16","4.2","91113","https://www.tcgplayer.com/product/535093/pokemon-sv-paldean-fates-paldean-wooper-180-091?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Pokemon GO","Pokemon Search (All)","",null,"5.15","4.39","156","https://www.tcgplayer.com/product/274465/pokemon-pokemon-go-radiant-venusaur?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Products (Paginated)","",null,"5.11","4.47","8686","https://www.tcgplayer.com/product/642234/pokemon-sv-white-flare-yamask-122-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV09: Journey Together","Pokemon Products (Paginated)","",null,"5.1","3.5","159334","https://www.tcgplayer.com/product/623602/pokemon-sv09-journey-together-ns-zoroark-ex-175-159?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Products (Paginated)","",null,"5.09","4.66","8679","https://www.tcgplayer.com/product/642267/pokemon-sv-white-flare-watchog-153-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet 151","Pokemon Search (All)","",null,"5.09","2.99","165310","https://www.tcgplayer.com/product/517021/pokemon-sv-scarlet-and-violet-151-golem-ex-189-165?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet Promo Cards","Pokemon Search (All)","",null,"5.07","4.73","58","https://www.tcgplayer.com/product/620104/pokemon-sv-scarlet-and-violet-promo-cards-feraligatr-213-illustration-contest-2024?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","All Pokemon Products","",null,"5.07","3.55","191196","https://www.tcgplayer.com/product/589975/pokemon-sv08-surging-sparks-kecleon-213-191?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH: Sword & Shield Promo Cards","All Pokemon Products","",null,"5.06","3.25","23217","https://www.tcgplayer.com/product/275829/pokemon-swsh-sword-and-shield-promo-cards-charmander-swsh232?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Paldean Fates","SV: Paldean Fates","",null,"5.05","4.19","99","https://www.tcgplayer.com/product/534507/pokemon-sv-paldean-fates-slowbro?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV04: Paradox Rift","Paradox Rift","",null,"5.05","2.49","182223","https://www.tcgplayer.com/product/523866/pokemon-sv04-paradox-rift-toedscruel-185-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: White Flare","Pokemon Search (All)","",null,"5.04","4.93","8666","https://www.tcgplayer.com/product/642247/pokemon-sv-white-flare-mienshao-134-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV02: Paldea Evolved","Pokemon Search (All)","",null,"5.02","2.98","193172","https://www.tcgplayer.com/product/497610/pokemon-sv02-paldea-evolved-quaxwell-207-193?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV09: Journey Together","Pokemon Search (All)","",null,"5.01","4.59","159352","https://www.tcgplayer.com/product/623595/pokemon-sv09-journey-together-furret-168-159?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV08: Surging Sparks","Pokemon Search (All)","",null,"5.01","4.24","191173","https://www.tcgplayer.com/product/589904/pokemon-sv08-surging-sparks-clobbopus-207-191?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH04: Vivid Voltage","Pokemon Search (All)","",null,"5.01","1.75","82","https://www.tcgplayer.com/product/226371/pokemon-swsh04-vivid-voltage-celebi?page=1","https://tcgplayer-cdn.tcgplayer.com/product/226371_in_200x200.jpg"
"SV: Scarlet & Violet 151","Pokemon Products (Paginated)","",null,"5","3.96","165295","https://www.tcgplayer.com/product/517039/pokemon-sv-scarlet-and-violet-151-wigglytuff-ex-187-165?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Shining Fates","Pokemon Products (Paginated)","",null,"5","3.69","159","https://www.tcgplayer.com/product/232525/pokemon-shining-fates-alcremie-vmax-secret?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"4.99","2.63","198217","https://www.tcgplayer.com/product/490289/pokemon-sv01-scarlet-and-violet-base-set-jacq-250-198?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV10: Destined Rivals","Pokemon Products (Paginated)","",null,"4.97","3.79","182222","https://www.tcgplayer.com/product/632995/pokemon-sv10-destined-rivals-clamperl-195-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV10: Destined Rivals","Pokemon Search (All)","",null,"4.97","3.75","182162","https://www.tcgplayer.com/product/633023/pokemon-sv10-destined-rivals-team-rockets-archer-223-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Scarlet & Violet 151","Pokemon Products (Paginated)","",null,"4.95","3.26","165343","https://www.tcgplayer.com/product/517176/pokemon-sv-scarlet-and-violet-151-erikas-invitation-196-165?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV: Black Bolt","Pokemon Search (All)","",null,"4.93","3.98","8691","https://www.tcgplayer.com/product/642261/pokemon-sv-black-bolt-klink-139-086?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"4.93","3.8","198187","https://www.tcgplayer.com/product/490083/pokemon-sv01-scarlet-and-violet-base-set-gyarados-ex-225-198?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV01: Scarlet & Violet Base Set","Pokemon Search (All)","",null,"4.92","4.54","198193","https://www.tcgplayer.com/product/490078/pokemon-sv01-scarlet-and-violet-base-set-kingambit-220-198?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SWSH12: Silver Tempest","Pokemon Search (All)","",null,"4.92","3.99","142","https://www.tcgplayer.com/product/452010/pokemon-swsh12-silver-tempest-energy-switch-secret?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"SV10: Destined Rivals","All Pokemon Products","",null,"4.9","4.78","182205","https://www.tcgplayer.com/product/632983/pokemon-sv10-destined-rivals-yanma-183-182?page=1","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7"
"Base Set","Pokemon Search (All)","",null,"4.9","0.93","271","https://www.tcgplayer.com/product/42440/pokemon-base-set-double-colorless-energy?page=1","https://tcgplayer-cdn.tcgplayer.com/product/42440_in_200x200.jpg"
